hour_of_day,log_level,event_frequency,unique_ips,failed_auth_count,avg_response_time_ms,error_rate,is_anomaly
22,ERROR,337,51,83,8780,0.23852465272050372,1
17,WARNING,26,16,1,347,0.032996946272100376,0
16,DEBUG,3,12,1,158,0.008253818985865314,0
1,ERROR,296,112,25,3901,0.22759792405137677,1
14,DEBUG,26,11,0,465,0.025619352900566345,0
15,INFO,8,7,3,328,0.016350327889992335,0
11,INFO,47,24,1,203,0.011100204895753953,0
16,INFO,37,10,4,387,0.008704644296476589,0
3,CRITICAL,407,115,86,7214,0.35990079301222,1
15,INFO,18,5,4,277,0.001923641313087926,0
10,INFO,18,17,4,215,0.015603562521725163,0
8,DEBUG,12,25,4,327,0.01916177533551752,0
9,INFO,36,24,1,259,0.011286484446599972,0
13,INFO,40,19,1,317,0.03226309577093732,0
12,DEBUG,2,4,4,112,0.042940898168281005,0
10,WARNING,20,1,4,161,0.036941676145964386,0
16,DEBUG,3,14,3,389,0.009928187331521305,0
15,INFO,40,17,1,449,0.006533436525304365,0
10,WARNING,44,14,4,235,0.04621880973413439,0
2,CRITICAL,128,272,21,9894,0.5735287569954867,1
15,INFO,49,22,1,162,0.04320665622415371,0
12,DEBUG,46,25,1,448,0.032585748982495666,0
1,CRITICAL,168,275,92,9824,0.6759561571833723,1
8,DEBUG,6,5,4,182,0.00974269793815692,0
17,WARNING,40,3,2,166,0.03965439630210604,0
10,INFO,10,22,1,148,0.020164394444076996,0
12,INFO,24,24,4,386,0.018484700932188503,0
9,DEBUG,18,28,0,356,0.030800325617380837,0
10,INFO,33,15,0,346,0.013846950553540922,0
11,WARNING,39,7,1,431,0.013484298316829525,0
11,WARNING,7,11,0,437,0.003922924409601464,0
18,DEBUG,45,10,0,480,0.01981528592340472,0
16,WARNING,48,14,4,199,0.030506572828688357,0
8,DEBUG,44,3,0,80,0.013202578817543293,0
19,INFO,29,14,2,206,0.04474296011703567,0
16,INFO,19,17,4,474,0.048764523340816004,0
4,INFO,308,104,19,6240,0.39335050521318027,1
18,DEBUG,39,6,1,486,0.026260415062281113,0
13,INFO,25,20,4,65,0.01508810040444868,0
18,INFO,17,5,1,104,0.01967730748540717,0
8,DEBUG,37,10,0,194,0.022171316908600493,0
18,INFO,3,7,3,67,0.02253691807119003,0
22,CRITICAL,439,252,78,8552,0.3951077671985278,1
3,ERROR,333,193,28,6240,0.41347701464479725,1
15,DEBUG,49,21,0,334,0.0038547286230287085,0
5,DEBUG,147,308,33,5352,0.7479625573129296,1
12,INFO,21,1,4,268,0.049424682655181934,0
8,INFO,11,4,3,144,0.022922616857346725,0
8,INFO,41,11,4,264,0.018510738130350264,0
22,CRITICAL,431,246,30,8131,0.5127505270099297,1
12,INFO,45,13,4,394,0.044508875323287206,0
15,DEBUG,38,24,3,300,0.03312033733724745,0
17,WARNING,21,19,0,168,0.018007926181816482,0
9,INFO,4,22,4,455,0.020202206283259496,0
11,INFO,32,10,0,103,0.020925699046569952,0
18,WARNING,18,18,4,386,0.005165317982565188,0
17,WARNING,44,9,0,94,0.026861988892019406,0
16,INFO,28,9,0,152,0.00927077498714598,0
10,DEBUG,36,20,0,485,0.03340428847613266,0
13,CRITICAL,37,28,1,429,0.037910609611364755,0
18,INFO,44,27,3,491,0.029394377639488007,0
14,INFO,26,12,4,180,0.01392444281521289,0
3,ERROR,163,230,56,9055,0.2220875565067411,1
8,INFO,24,14,1,232,0.010094615678058545,0
9,WARNING,10,2,0,283,0.010931086557984932,0
18,INFO,38,10,0,416,0.006842209945862182,0
17,WARNING,49,18,4,350,0.0379798942114749,0
14,WARNING,8,6,2,362,0.027229145400710628,0
14,WARNING,2,2,4,322,0.005485852505152217,0
19,INFO,44,17,4,334,0.02954514683968841,0
8,WARNING,35,26,1,67,0.0429146628392225,0
17,INFO,21,18,0,283,0.022592168330090825,0
14,DEBUG,27,18,3,165,0.041525027252351826,0
17,WARNING,23,21,4,442,0.04679913918431648,0
18,INFO,32,14,4,139,0.013329622414415654,0
13,DEBUG,26,22,3,137,0.028216346944420257,0
18,DEBUG,7,11,1,146,0.04456459810551089,0
13,DEBUG,33,19,2,125,0.030486988366631503,0
14,INFO,17,16,1,284,0.021782401169594408,0
14,INFO,8,8,4,156,0.02981440827966897,0
8,DEBUG,42,18,1,192,0.03734544700012459,0
17,WARNING,17,26,3,421,0.01373236865143291,0
3,WARNING,383,146,36,6030,0.7248088125572258,1
22,ERROR,444,328,70,4334,0.5362949549888472,1
15,INFO,47,21,3,147,0.03636477087606902,0
10,INFO,48,5,3,435,0.0055602985731701806,0
10,INFO,18,22,4,487,0.01617219494569334,0
14,INFO,36,4,4,97,0.04168739733868737,0
11,WARNING,39,26,4,151,0.04425783408825498,0
13,DEBUG,44,27,2,158,0.04839914653204341,0
16,ERROR,23,7,4,151,0.030415816541470797,0
17,INFO,12,29,1,427,0.01194716012162645,0
9,INFO,23,28,0,178,0.033260781101620486,0
9,INFO,33,24,2,170,0.009453585057256814,0
13,DEBUG,28,20,2,112,0.012029022244558258,0
10,INFO,44,25,0,301,0.046436621948481485,0
8,ERROR,23,6,1,83,0.0004874829772140488,0
9,DEBUG,7,28,2,242,0.02746934239516586,0
14,INFO,47,24,2,274,0.00291655858191055,0
23,ERROR,433,213,21,5519,0.2776491216954669,1
19,INFO,1,17,3,417,0.017697036277997198,0
9,DEBUG,4,14,2,58,0.005427726862401977,0
18,INFO,8,5,1,312,0.0017288772330533442,0
19,ERROR,49,15,3,95,0.017775892895039103,0
19,DEBUG,29,23,0,470,0.025593700784254287,0
15,INFO,18,10,2,171,0.04033930755258492,0
11,INFO,37,2,1,420,0.01689856768237697,0
11,INFO,31,12,0,393,0.015547741941237442,0
9,INFO,6,11,4,226,0.000569405630905151,0
8,INFO,44,7,4,313,0.03084858633183546,0
8,DEBUG,24,7,3,366,0.03828141969489922,0
10,WARNING,48,19,0,213,0.0001800683822728133,0
13,WARNING,41,25,3,435,0.000283630416481645,0
23,WARNING,308,217,96,8920,0.6155856182877477,1
16,INFO,40,14,0,94,0.013877454115495525,0
12,INFO,12,12,4,165,0.026297309618040554,0
16,ERROR,46,28,3,439,0.03294831742061081,0
15,ERROR,49,10,4,291,0.032234633743364445,0
8,WARNING,14,27,0,470,0.02796416040255291,0
18,DEBUG,27,5,4,490,0.010030742843013541,0
19,WARNING,37,23,3,68,0.037872541894684864,0
10,WARNING,13,7,3,357,0.028443305552276223,0
15,INFO,38,6,1,270,0.0161026284568635,0
16,INFO,46,20,4,260,0.03461655655502338,0
11,INFO,38,24,1,336,0.0075563511844023105,0
19,INFO,3,28,0,96,0.018339507341660868,0
13,DEBUG,16,2,4,472,0.009907063734570138,0
11,DEBUG,12,29,2,302,0.01802820019431436,0
16,DEBUG,14,13,1,270,0.027701326318385462,0
3,ERROR,107,437,68,6152,0.5072024568967586,1
13,DEBUG,31,8,1,360,0.028549045864699713,0
18,INFO,39,13,4,454,0.015146873697278858,0
10,DEBUG,5,14,1,466,0.004501003081815497,0
17,WARNING,12,5,3,326,0.005727213782885376,0
11,WARNING,26,23,1,426,0.018155066576999824,0
9,WARNING,17,3,1,59,0.020983046999816474,0
18,INFO,44,14,2,181,0.036043422530102044,0
15,DEBUG,11,23,0,353,0.014591334323326339,0
17,INFO,33,25,3,362,0.03550716322197008,0
0,INFO,477,433,51,6972,0.5118072942305361,1
8,ERROR,40,13,2,172,0.014226184682529265,0
17,INFO,46,17,4,187,0.04878817413071138,0
13,INFO,4,9,4,116,0.013363626229491178,0
3,ERROR,221,228,80,7672,0.6459123943681604,1
13,WARNING,31,18,4,374,0.042061239829935926,0
14,INFO,11,21,4,295,0.010859632486238363,0
5,ERROR,471,65,13,6738,0.24166364070007357,1
5,ERROR,281,96,71,4292,0.7654987255601549,1
15,INFO,8,26,1,199,0.030893911800400867,0
16,DEBUG,21,18,2,84,0.006264650921555215,0
17,WARNING,33,7,4,181,0.0053621328330656255,0
11,INFO,5,25,0,449,0.004091928024961222,0
5,DEBUG,58,403,26,7274,0.37818520364560715,1
19,WARNING,25,19,4,327,0.046702049187010236,0
15,INFO,8,22,2,111,0.04623174944123018,0
8,WARNING,27,24,1,173,0.0404253545917174,0
15,WARNING,26,24,3,99,0.018709655614996823,0
14,WARNING,40,24,3,237,0.028566548564317496,0
19,DEBUG,29,21,3,76,0.04999369347851579,0
14,DEBUG,9,29,0,229,0.04166404301270459,0
16,WARNING,18,11,1,89,0.004332386815281287,0
17,WARNING,7,13,1,411,0.00010793755194584698,0
14,INFO,42,28,1,275,0.019223284741855952,0
9,INFO,21,6,1,79,0.0013473812788899143,0
8,DEBUG,16,28,4,357,0.03806720527149386,0
8,ERROR,3,13,3,266,0.03043417576137918,0
14,DEBUG,32,2,3,343,0.033113622075390474,0
12,DEBUG,10,22,3,64,0.04619174350766641,0
11,INFO,32,14,2,461,0.04926119575126345,0
12,DEBUG,8,13,1,364,0.01612615298985685,0
17,WARNING,32,5,4,345,0.006979374167131009,0
17,DEBUG,4,3,4,122,0.0013206439326716168,0
13,DEBUG,29,24,2,182,0.04355022732549224,0
5,ERROR,192,427,78,2857,0.4881221290555248,1
17,INFO,37,14,3,472,0.0016861244541233223,0
13,DEBUG,36,18,3,409,0.029852638918579234,0
8,INFO,19,11,3,429,0.020051200474490577,0
9,INFO,37,19,3,361,0.04354098749820025,0
10,WARNING,47,2,3,384,0.005098492004150856,0
11,DEBUG,31,2,1,430,0.029764541786817384,0
13,ERROR,44,3,4,84,0.03948524547241181,0
19,INFO,26,29,1,66,0.0433008091032415,0
19,DEBUG,45,23,4,196,0.0035785903136379806,0
23,DEBUG,395,259,45,4047,0.4617630640783004,1
16,INFO,29,16,0,379,0.039780805561155014,0
5,WARNING,457,296,92,8269,0.5073861387731056,1
9,INFO,20,10,4,115,0.015052421626603862,0
15,DEBUG,42,6,2,226,0.046029700674461826,0
5,ERROR,234,351,80,9969,0.4186385332478277,1
9,INFO,47,17,2,129,0.0015233181041695966,0
16,DEBUG,10,19,4,337,0.040904569669723036,0
14,INFO,6,12,3,471,0.04854090288163449,0
16,INFO,48,20,2,331,0.020534939509538094,0
13,DEBUG,32,29,4,145,0.03760815327241239,0
9,WARNING,2,16,0,403,0.036180668347619495,0
15,INFO,10,24,3,288,0.020087941401629256,0
17,ERROR,37,2,0,102,0.022673067809381137,0
16,DEBUG,27,15,2,483,0.031043069805404968,0
19,CRITICAL,41,23,2,249,0.008705185456997706,0
15,INFO,19,19,1,271,0.025330912449181092,0
9,INFO,41,1,1,432,0.016789015758773812,0
15,INFO,16,6,4,118,0.004210552184289479,0
10,DEBUG,20,18,2,209,0.010025292231755217,0
3,CRITICAL,85,263,17,1661,0.5728349908384147,1
16,INFO,5,19,1,199,0.04538274383733451,0
16,DEBUG,18,22,0,418,0.04303264653930608,0
16,DEBUG,8,3,4,407,0.04588443231798287,0
11,DEBUG,13,28,0,96,0.012223401991178207,0
19,INFO,41,5,0,306,0.0413401976979137,0
14,INFO,10,3,3,124,0.017173982064548354,0
15,INFO,36,28,4,343,0.04811370340815873,0
12,INFO,19,7,1,232,0.013028679307501163,0
8,INFO,31,7,3,183,0.01658803266931407,0
22,ERROR,268,483,31,5893,0.42470408440292023,1
13,DEBUG,29,1,2,305,0.046124511128549824,0
10,DEBUG,45,22,1,453,0.030690514540486435,0
2,INFO,384,79,91,1879,0.6137433304830957,1
17,WARNING,32,13,2,323,0.007198647252352242,0
8,INFO,49,15,2,387,0.03228572310714892,0
2,CRITICAL,481,203,22,7293,0.637043684796643,1
9,INFO,2,7,4,465,0.00725952341605215,0
19,WARNING,32,17,2,267,0.02530630934608165,0
8,INFO,5,10,1,73,0.006607635244834731,0
14,INFO,31,19,1,423,0.004540485283001089,0
18,DEBUG,13,28,1,231,0.034693353497262956,0
16,INFO,22,26,3,296,0.023058053880109078,0
3,CRITICAL,77,285,69,4018,0.4877955580941766,1
15,DEBUG,19,8,0,445,0.0024005894547664444,0
15,DEBUG,29,8,2,395,0.04802287069496031,0
16,INFO,23,27,1,399,0.0027084403998063225,0
14,ERROR,19,9,4,373,0.022222314156327784,0
16,INFO,16,13,4,83,0.01946482333776561,0
16,DEBUG,31,25,4,264,0.025148153168526078,0
19,INFO,16,27,3,270,0.04402182217570902,0
18,INFO,26,13,4,494,0.03380012886729067,0
2,CRITICAL,248,240,39,8083,0.773470045189113,1
13,INFO,23,7,2,378,0.021432639265660303,0
19,INFO,9,7,0,344,0.028247689732807148,0
15,DEBUG,24,20,4,342,0.003412379790045189,0
17,WARNING,33,22,4,445,0.0036063784219904863,0
16,INFO,14,1,3,321,0.04347863502926283,0
11,ERROR,28,14,3,452,0.02535151976499468,0
9,INFO,24,6,0,381,0.005448048650229998,0
18,WARNING,43,13,1,178,0.0037451101732627503,0
16,WARNING,7,1,3,242,0.04597686411420557,0
16,INFO,38,21,0,68,0.008529321296665842,0
19,ERROR,44,20,2,357,0.021580958587484485,0
15,DEBUG,25,22,4,175,0.0391328945637247,0
10,INFO,2,27,4,477,0.043359302848280656,0
12,ERROR,45,27,0,278,0.043216035439603284,0
9,INFO,1,21,0,174,0.044170598941598006,0
10,INFO,23,21,4,282,0.00751645196719683,0
8,INFO,47,3,3,349,0.021414242681023956,0
4,ERROR,191,423,49,6624,0.31437254556407457,1
12,WARNING,18,15,2,254,0.045060890545673624,0
19,INFO,47,18,1,309,0.02141645205108446,0
9,WARNING,8,23,1,452,0.031059167583991645,0
1,WARNING,439,243,24,8808,0.7853704932851582,1
19,DEBUG,43,15,4,210,0.04820952726467459,0
13,INFO,8,28,1,322,0.03332522523021924,0
13,INFO,29,8,3,234,0.02515759495811506,0
14,DEBUG,13,5,3,450,0.02862360654520433,0
19,INFO,1,9,3,309,0.045061169761594105,0
23,WARNING,93,92,14,2894,0.4981256697518305,1
23,ERROR,76,393,55,8148,0.6744350256405296,1
12,DEBUG,1,19,3,165,0.009739758082927591,0
18,INFO,44,8,1,214,0.008357141670480002,0
23,ERROR,434,67,68,4848,0.3881082492032104,1
13,WARNING,48,18,4,401,0.031782145002778345,0
11,INFO,2,26,3,435,0.003970777109553409,0
12,INFO,47,9,1,394,0.03733852504911705,0
14,WARNING,22,29,1,459,0.02757154672701615,0
13,INFO,30,1,4,346,0.014957738912785868,0
15,DEBUG,11,19,0,446,0.04782138362077009,0
2,CRITICAL,487,199,21,8191,0.48273249024041515,1
0,ERROR,332,447,44,5169,0.34985266267113313,1
15,INFO,3,4,3,250,0.02210302377666569,0
11,INFO,45,7,0,148,0.027985963495567548,0
22,CRITICAL,391,303,36,3114,0.3159985562417273,1
14,ERROR,3,11,3,145,0.0023542856774302957,0
10,ERROR,10,2,4,114,0.02310729364667337,0
3,WARNING,333,339,13,6702,0.3371277848083999,1
5,ERROR,200,244,97,1492,0.5442548762525492,1
16,DEBUG,23,1,4,448,0.046096002916090104,0
13,DEBUG,17,23,3,73,0.03184918138234688,0
9,WARNING,1,14,2,114,0.00042482660426421126,0
15,INFO,15,25,3,192,0.022372601497427043,0
17,INFO,2,28,0,264,0.027598001371491706,0
13,INFO,18,10,4,419,0.000823019567335237,0
14,INFO,39,18,4,356,0.005334590779884591,0
8,DEBUG,22,7,2,69,0.049929153359528196,0
10,INFO,28,24,0,399,0.03377840274991642,0
8,INFO,30,19,3,101,0.03378267879405658,0
0,WARNING,314,346,74,9324,0.2557174875713481,1
8,ERROR,3,14,3,438,0.04480203238977918,0
19,WARNING,3,9,0,302,0.01442476901536649,0
19,INFO,45,4,1,359,0.042655195171867145,0
18,WARNING,26,6,2,470,0.004834829822073655,0
8,INFO,4,24,2,170,0.048744415983972965,0
11,INFO,16,26,4,111,0.040877586985921824,0
14,DEBUG,28,2,1,60,0.00012008875359963423,0
14,INFO,8,1,2,91,0.0029825932916769274,0
19,INFO,40,23,3,298,0.004240275447663417,0
12,DEBUG,16,17,0,183,0.03418844799412784,0
22,WARNING,359,406,56,6700,0.29864237583230224,1
13,INFO,23,5,4,138,0.004061512877368323,0
9,INFO,2,18,4,222,0.022416548312805786,0
12,DEBUG,9,26,3,490,0.01188297721232029,0
14,INFO,27,13,0,216,0.01995126552203106,0
16,INFO,45,20,4,409,0.011963981599042979,0
13,INFO,22,27,4,155,0.020798003174985976,0
2,ERROR,311,166,87,9864,0.5430874815663618,1
17,DEBUG,34,26,1,86,0.007692236976561923,0
11,INFO,9,11,2,89,0.010915831161653306,0
10,WARNING,33,23,2,363,0.017862739013086364,0
4,ERROR,58,287,13,2963,0.2883779755030326,1
14,INFO,34,27,0,440,0.03181128298504978,0
18,INFO,35,1,0,413,0.0457747773656731,0
13,INFO,47,12,3,217,0.0428098302274834,0
14,INFO,26,13,3,468,0.02794082578027873,0
15,WARNING,7,26,0,251,0.013798300525030088,0
2,DEBUG,464,251,51,4730,0.5821301857768826,1
10,WARNING,48,27,2,423,0.028453376180240304,0
10,DEBUG,45,12,0,63,0.02785357176481684,0
9,INFO,27,6,2,260,0.027982431929429757,0
15,WARNING,12,13,2,271,0.018342411303808117,0
8,WARNING,17,14,3,186,0.03538309316822718,0
19,WARNING,21,12,4,118,0.020408919760383462,0
15,WARNING,43,21,4,344,0.017562871283114453,0
10,INFO,22,29,1,94,0.02526781621131315,0
16,INFO,26,20,1,238,0.044741348607099614,0
19,INFO,39,2,4,99,0.03530975813137561,0
19,INFO,13,26,0,158,0.04070291907014581,0
18,INFO,42,27,4,273,0.02672078613558042,0
9,INFO,42,22,3,408,0.027195723831321735,0
17,INFO,45,12,4,217,0.043009109360534696,0
1,CRITICAL,191,116,89,2243,0.5165356978403368,1
5,ERROR,300,190,25,3270,0.756770400546098,1
8,DEBUG,17,4,1,315,0.026015037554147524,0
12,INFO,27,24,1,366,0.016288135717116597,0
17,INFO,20,1,0,245,0.01573473877200094,0
16,INFO,7,26,2,214,0.0021012734367859055,0
13,WARNING,4,8,1,300,0.014421906049075657,0
14,INFO,49,8,3,278,0.021393934651087018,0
11,WARNING,31,21,2,457,0.03502765016850969,0
8,INFO,30,25,3,467,0.013953294964217306,0
12,INFO,31,12,3,268,0.03288314996116929,0
9,INFO,4,25,0,50,0.0300346413170715,0
15,DEBUG,18,26,2,70,0.022332120892407027,0
11,DEBUG,20,4,1,221,0.0004858282079418686,0
8,DEBUG,40,16,0,473,0.029432786908501332,0
17,INFO,40,14,4,157,0.0055093976409931085,0
14,DEBUG,48,14,1,384,0.0006478945628265232,0
19,ERROR,47,2,4,383,0.0049792644762601595,0
18,INFO,23,17,0,399,0.009618992288976003,0
9,INFO,38,24,3,357,0.024278629531335246,0
10,DEBUG,9,8,3,306,0.0376660287214561,0
16,INFO,16,27,2,486,0.04719622158950096,0
16,INFO,21,7,1,116,0.014261510725384658,0
22,ERROR,213,320,19,5673,0.22311816576606147,1
10,INFO,25,29,4,60,0.04977478033513952,0
18,INFO,49,11,2,392,0.029372757142581286,0
19,INFO,36,19,1,474,0.029485681203158927,0
16,INFO,47,19,3,394,0.008140839295435187,0
8,DEBUG,43,10,0,373,0.015666529374791,0
22,ERROR,123,433,91,1424,0.6291065877838042,1
18,INFO,17,28,0,354,0.046310668004284815,0
9,INFO,28,11,0,237,0.0232079592913644,0
17,INFO,45,16,2,479,0.017889314691656617,0
10,INFO,41,8,4,65,0.03666311622696108,0
17,DEBUG,48,2,1,261,0.017346161341567384,0
10,ERROR,8,14,4,339,0.04340163862541731,0
17,INFO,14,17,3,73,0.033783894935961366,0
22,CRITICAL,350,159,59,6728,0.29497542373742053,1
15,INFO,39,11,2,57,0.027992700589402245,0
15,DEBUG,25,1,2,168,0.04112071773608875,0
15,INFO,11,19,2,373,0.04704549159174012,0
9,DEBUG,29,1,0,463,0.015137284593358792,0
16,WARNING,3,24,2,358,0.01458702468366533,0
18,WARNING,39,24,3,102,0.027281776090083826,0
14,INFO,22,25,3,498,0.0008294585820410705,0
19,INFO,37,4,2,204,0.014753523957712622,0
12,INFO,41,24,1,318,0.0383219101235115,0
14,CRITICAL,20,7,3,263,0.04315817241345227,0
15,DEBUG,19,20,1,184,0.019641848982359645,0
4,ERROR,96,82,44,2327,0.4449718525745622,1
9,INFO,27,28,1,469,0.014146081063021204,0
13,ERROR,19,11,2,116,0.001936455373677587,0
4,CRITICAL,222,219,42,7566,0.4852985862406178,1
13,CRITICAL,2,3,2,361,0.043345311905607864,0
5,ERROR,438,363,33,4378,0.428662718888824,1
8,DEBUG,3,8,3,319,0.030364232451333184,0
19,INFO,24,12,3,434,0.036492141866022336,0
10,INFO,44,2,3,344,0.041732540529243925,0
18,INFO,38,23,0,68,0.009540913555125125,0
12,DEBUG,2,1,1,372,0.027490980719839804,0
14,INFO,16,20,2,391,0.04690787423555471,0
17,DEBUG,29,14,3,224,0.017794260570541228,0
17,WARNING,37,15,1,228,0.04952715168027298,0
10,DEBUG,44,23,2,242,0.03528035001830412,0
22,ERROR,421,314,92,5702,0.7835128622897021,1
17,DEBUG,14,20,4,352,0.0014683884248098634,0
19,INFO,17,27,0,312,0.0005151278443156715,0
11,WARNING,44,7,4,378,0.007908903293003434,0
17,DEBUG,45,1,3,422,0.04665342383323318,0
2,INFO,143,68,91,8410,0.4204562914562099,1
10,DEBUG,20,14,1,273,0.02581842099181522,0
12,INFO,47,6,2,107,0.024572366378337537,0
10,INFO,29,23,4,413,0.006403925305628705,0
12,INFO,41,7,4,291,0.019338411082095337,0
11,INFO,26,12,2,401,0.007495369352590653,0
18,DEBUG,42,7,1,489,0.01362105093263773,0
17,WARNING,38,18,1,129,0.0003200702400604161,0
10,WARNING,17,22,2,374,0.01910323465602545,0
19,ERROR,12,16,4,467,0.03352893732813816,0
5,CRITICAL,361,330,66,4185,0.6203049239211966,1
2,WARNING,491,140,21,5119,0.3049885314274463,1
19,INFO,32,23,1,215,0.03647289381168883,0
11,INFO,34,29,3,473,0.02121429678310078,0
16,DEBUG,16,14,3,388,0.04513784413603014,0
13,INFO,48,2,4,146,0.015818237073832814,0
5,INFO,248,187,60,2707,0.5623875652149165,1
10,INFO,27,13,3,169,0.005106159370975277,0
12,INFO,29,7,0,214,0.025006775725367743,0
12,DEBUG,1,25,3,292,0.018925598289163466,0
19,DEBUG,27,19,3,184,0.012850688966110935,0
19,INFO,32,2,3,283,0.015857947782547684,0
11,DEBUG,11,6,2,129,0.01592267412789838,0
19,ERROR,35,12,4,88,0.0242075614698544,0
13,DEBUG,2,29,4,301,0.04216553737604684,0
10,INFO,46,2,0,406,0.024356903408581754,0
17,INFO,1,17,0,195,0.010415400364977723,0
8,DEBUG,6,26,3,443,0.0034563501321109415,0
14,INFO,7,12,3,233,0.017478360090347006,0
14,INFO,2,20,3,328,0.007864060248101245,0
19,WARNING,2,9,0,136,0.04178787769414489,0
11,INFO,47,26,4,489,0.0497489505246441,0
16,DEBUG,5,14,0,277,0.04242848585941152,0
19,DEBUG,13,3,4,466,0.01923438519149996,0
23,WARNING,456,249,21,1072,0.513576726611826,1
8,DEBUG,19,22,4,155,0.035470321796912486,0
10,INFO,47,29,0,125,0.03340468932797072,0
14,ERROR,1,16,4,261,0.0033613428267393834,0
16,INFO,35,6,2,428,0.03943898419862492,0
9,INFO,18,8,2,467,0.04122667477246802,0
13,INFO,49,13,1,439,0.03588923945175609,0
10,WARNING,32,26,4,169,0.03638371091863553,0
12,DEBUG,32,22,4,443,0.034488684779285746,0
19,INFO,8,8,4,251,0.021807592470276044,0
16,WARNING,11,8,1,372,0.030815348506946394,0
10,DEBUG,20,7,0,215,0.030839822955204217,0
8,INFO,8,5,2,141,0.026887694044440382,0
12,ERROR,28,20,1,384,0.030195451845799727,0
8,INFO,21,1,2,477,0.01997226840235481,0
15,DEBUG,38,13,3,304,0.033914706123659016,0
14,INFO,38,22,1,314,0.011350161120765935,0
18,INFO,6,8,1,245,0.04266439334603191,0
9,INFO,2,11,2,151,0.04254659076110286,0
18,INFO,10,20,4,419,0.02489310637598784,0
16,DEBUG,42,7,3,300,0.02482963757695127,0
12,INFO,9,19,2,463,0.019952384292745724,0
14,INFO,3,29,1,367,0.002287117773820535,0
11,WARNING,2,21,4,82,0.007163252238566076,0
19,DEBUG,36,7,3,189,0.03572440802343813,0
23,CRITICAL,486,486,66,4920,0.35434349123595565,1
15,DEBUG,9,12,2,241,0.020602250056315836,0
2,ERROR,58,358,99,6000,0.4147594984281939,1
10,WARNING,34,25,1,212,0.010976313839813047,0
13,INFO,48,9,1,151,0.026442009051813178,0
15,DEBUG,30,7,0,111,0.018153537962452428,0
2,WARNING,396,215,17,8930,0.4270615356541871,1
9,INFO,8,22,2,194,0.03194861013896951,0
16,INFO,3,29,4,339,0.02402687997316645,0
11,CRITICAL,11,14,1,132,0.028773886748984647,0
11,INFO,25,4,0,494,0.021558953275148146,0
9,WARNING,5,3,2,133,0.03916940408133646,0
8,INFO,12,9,1,111,0.04802067821894298,0
17,WARNING,30,5,2,151,0.038341930899977755,0
14,DEBUG,27,24,1,283,0.04308526690071874,0
4,CRITICAL,236,306,42,8538,0.5132817345211644,1
0,WARNING,397,364,87,7033,0.38565915141005086,1
10,WARNING,20,1,4,483,0.04270789409634106,0
11,DEBUG,21,18,3,168,0.0018974961016516524,0
4,ERROR,405,307,30,1659,0.40768238903663373,1
16,INFO,41,4,2,357,0.023500717798578104,0
13,CRITICAL,44,18,1,440,0.016499695731457344,0
23,ERROR,77,98,15,8029,0.7955143841656966,1
16,INFO,24,29,4,362,0.034397932607106135,0
16,INFO,7,7,0,210,0.030764690247925133,0
12,INFO,24,15,2,487,0.030905026979740482,0
1,WARNING,266,297,82,5150,0.3551405907380931,1
0,WARNING,271,367,22,5799,0.582695929824611,1
22,WARNING,110,339,67,7712,0.29908394731352933,1
15,INFO,41,27,3,488,0.005787835088891524,0
0,CRITICAL,234,68,88,7535,0.6544296331414793,1
9,WARNING,7,29,1,222,0.04914001255350231,0
17,DEBUG,38,22,1,343,0.037312081140549985,0
12,DEBUG,18,18,2,196,0.03028879678547421,0
15,DEBUG,45,25,0,403,0.015812452656351263,0
10,DEBUG,9,3,2,349,0.013782873896887489,0
18,DEBUG,28,2,4,367,0.006768651961464117,0
18,INFO,19,12,1,284,0.030427159912765206,0
13,INFO,4,4,0,446,0.028799178478297646,0
13,INFO,4,14,0,263,0.04677517199768475,0
14,INFO,13,16,0,340,0.03139077458330284,0
18,INFO,28,21,4,98,0.02257292963264478,0
